Area,date, pm25, pm10, o3, no2, so2, co, psi
Central,2017/3/10, 54, 24, 25, 12, 2, 4,
Central,2017/3/11, 57, 22, 30, 19, 2, 5,
Central,2017/3/12, 53, 27, 36, 20, 7, 6,
Central,2017/3/13, 78, 33, 31, 21, 8, 5,
Central,2017/3/14, 70, 26, 43, 29, 20, 6,
Central,2017/3/15, 76, 27, 33, 14, 15, 4,
Central,2017/3/16, 52, 26, 22, 24, 4, 6,
Central,2017/3/17, 65, 29, 34, 17, 4, 6,
Central,2017/3/18, 69, 25, 33, 16, 3, 6,
Central,2017/3/19, 68, 23, 19, 17, 3, 6,
Central,2017/3/20, 42, 18, 32, 20, 2, 6,
Central,2017/3/21, 55, 18, 13, 15, 4, 6,
Central,2017/3/22, 36, 22, 22, 14, 2, 6,
Central,2017/3/23, 62, 23, 36, 21, 7, 4,
Central,2017/3/24, 69, 32, 30, 21, 13, 5,
Central,2017/3/25, 62, 24, 29, 13, 3, 7,
Central,2017/3/26, 59, 18, 20, 12, 2, 6,
Central,2017/3/27, 38, 19, 8, 17, 3, 8,
Central,2017/3/28, 39, 19, 17, 21, 3, 6,
Central,2017/3/29, 47, 22, 7, 21, 4, 7,
Central,2017/3/30, 48, 20, 18, 25, 5, 7,
Central,2017/3/31, 59, 25, 15, 27, 4, 7,
Central,2016/10/1, 61, 21, 22, 12, 5, 5, 56
Central,2016/10/2, 62, 26, 10, 19, 5, 5, 59
Central,2016/10/3, 67, 27, 21, 15, 6, 5, 61
Central,2016/10/4, 76, 40, 21, 26, 10, 5, 74
Central,2016/10/5, 97, 36, 12, 14, 11, 5, 71
Central,2016/10/6, 89, 29, 3, 15, 8, 3, 55
Central,2016/10/7, 54, 18, 16, 13, 5, 2, 45
Central,2016/10/8, 48, 20, 15, 17, 8, 3, 53
Central,2016/10/9, 57, 21, 21, 14, 7, 3, 57
Central,2016/10/10, 57, 20, 23, 9, 2, 2, 48
Central,2016/10/11, 47, 16, 22, 8, 2, 3, 39
Central,2016/10/12, 35, 16, 15, 9, 2, 4, 37
Central,2016/10/13, 33, 16, 9, 14, 4, 2, 45
Central,2016/10/14, 46, 18, 14, 12, 7, 2, 47
Central,2016/10/15, 47, 16, 8, 10, 7, 3, 40
Central,2016/10/16, 37, 13, 8, 13, 6, 2, 35
Central,2016/10/17, 38, 16, 12, 9, 5, 4, 48
Central,2016/10/18, 41, 17, 8, 14, 6, 5, 46
Central,2016/10/19, 48, 21, 18, 17, 10, 6, 57
Central,2016/10/20, 61, 23, 18, 20, 8, 2, 57
Central,2016/10/21, 60, 20, 14, 12, 5, 2, 48
Central,2016/10/22, 39, 19, 28, 14, 2, 1, 60
Central,2016/10/23, 68, 31, 8, 22, 4, 3, 62
Central,2016/10/24, 77, 32, 17, 23, 4, 4, 57
Central,2016/10/25, 71, 21, 15, 15, 5, 1, 46
Central,2016/10/26, 49, 20, 7, 13, 7, 2, 46
Central,2016/10/27, 49, 21, 10, 25, 4, 2, 59
Central,2016/10/28, 70, 31, 9, 18, 7, 4, 61
Central,2016/10/29, 71, 17, 10, 14, 8, 2, 36
Central,2016/10/30, 34, 18, 11, 16, 7, 2, 53
Central,2016/10/31, 56, 19, 12, 16, 10, 2, 48
Central,2016/11/1, 56, 18, 17, 17, 4, 6, 47
Central,2016/11/2, 46, 17, 13, 13, 3, 6, 36
Central,2016/11/3, 31, 13, 11, 15, 3, 3, 41
Central,2016/11/4, 38, 17, 6, 15, 4, 4, 44
Central,2016/11/5, 42, 14, 14, 8, 5, 1, 27
Central,2016/11/6, 25, 20, 7, 17, 4, 4, 54
Central,2016/11/7, 66, 23, 13, 15, 10, 7, 54
Central,2016/11/8, 55, 25, 24, 18, 12, 6, 57
Central,2016/11/9, 63, 24, 15, 18, 7, 5, 56
Central,2016/11/10, 60, 22, 11, 18, 4, 11, 52
Central,2016/11/11, 53, 19, 17, 17, 2, 10, 52
Central,2016/11/12, 53, 19, 14, 15, 3, 5, 42
Central,2016/11/13, 42, 16, 3, 17, 3, 4, 39
Central,2016/11/14, 38, 15, 16, 13, 2, 4, 44
Central,2016/11/15, 44, 16, 7, 15, 5, 5, 47
Central,2016/11/16, 47, 19, 13, 20, 7, 3, 50
Central,2016/11/17, 51, 22, 16, 21, 3, 5, 51
Central,2016/11/18, 50, 23, 10, 23, 3, 9, 61
Central,2016/11/19, 67, 23, 17, 19, 4, 6, 60
Central,2016/11/20, 64, 17, 17, 12, 4, 5, 44
Central,2016/11/21, 36, 18, 7, 18, 10, 5, 51
Central,2016/11/22, 55, 17, 7, 13, 12, 4, 35
Central,2016/11/23, 34, 15, 15, 17, 9, 7, 48
Central,2016/11/24, 48, 20, 23, 19, 6, 6, 49
Central,2016/11/25, 46, 19, 12, 16, 2, 8, 50
Central,2016/11/26, 50, 17, 13, 10, 2, 9, 36
Central,2016/11/27, 33, 10, 12, 9, 1, 4, 28
Central,2016/11/28, 24, 11, 5, 10, 1, 5, 33
Central,2016/11/29, 31, 13, 17, 7, 1, 4, 29
Central,2016/11/30, 25, 12, 10, 13, 2, 5, 34
Central,2016/12/1, 29, 12, 13, 12, 3, 5, 33
Central,2016/12/2, 32, 14, 10, 16, 5, 6, 43
Central,2016/12/3, 46, 22, 19, 17, 11, 7, 54
Central,2016/12/4, 53, 16, 15, 10, 5, 7, 46
Central,2016/12/5, 41, 20, 22, 19, 6, 8, 52
Central,2016/12/6, 61, 23, 18, 15, 5, 6, 41
Central,2016/12/7, 43, 17, 25, 11, 2, 6,
Central,2016/12/8, 37, 16, 11, 13, 1, 6,
Central,2016/12/9, 35, 14, 19, 8, 1, 5,
Central,2016/12/10, 33, 14, 17, 7,, 5,
Central,2016/12/11, 32, 12, 19, 7, 2, 5,
Central,2016/12/12, 26, 17, 29, 14, 2, 6,
Central,2016/12/13, 56, 20, 26, 15, 2, 6,
Central,2016/12/14, 50, 22, 26, 10, 2, 6,
Central,2016/12/15, 71, 29, 25, 21, 4, 6,
Central,2016/12/16, 79, 29, 11, 18, 5,,
Central,2016/12/17, 62, 18, 15, 11, 2, 6,
Central,2016/12/18, 34, 14, 19, 10, 1, 6,
Central,2016/12/19, 39, 13, 18, 7, 1, 5,
Central,2016/12/20, 20, 11, 24, 11, 2, 5,
Central,2016/12/21, 31, 14, 13, 16, 2, 6,
Central,2016/12/22, 33, 16, 12, 12,, 7,
Central,2016/12/23, 36, 11, 14, 11, 1, 6,
Central,2016/12/24, 26, 10, 14, 6, 1, 5,
Central,2016/12/25, 23, 10, 13, 5, 1, 5,
Central,2016/12/26, 19, 9, 10, 8,, 5,
Central,2016/12/27, 20, 10, 6, 13,, 6,
Central,2016/12/28, 33, 12, 6, 15, 1, 6,
Central,2016/12/29, 45, 22, 20, 13, 1, 6,
Central,2016/12/30, 33, 11, 12, 11, 1, 6,
Central,2016/12/31, 28, 15, 28, 19,,,
Central,2017/1/1, 33, 16, 11, 15, 2, 5,
Central,2016/7/1, 58, 27, 22, 11, 3, 4, 57
Central,2016/7/2, 58, 29, 24, 8, 3, 3, 52
Central,2016/7/3, 52, 24, 21, 10, 3, 4, 48
Central,2016/7/4, 47, 19, 14, 8, 4, 3, 45
Central,2016/7/5, 41, 16, 11, 10, 4, 4, 46
Central,2016/7/6, 39, 19, 13, 12, 7, 4, 53
Central,2016/7/7, 52, 17, 9, 14, 5, 2, 43
Central,2016/7/8, 38, 17, 15, 12, 6, 2, 47
Central,2016/7/9, 41, 15, 15, 12, 4, 2, 42
Central,2016/7/10, 33, 15, 6, 16, 6, 3, 50
Central,2016/7/11, 42, 16, 14, 14, 6, 3, 48
Central,2016/7/12, 40, 15, 6, 16, 6, 3, 44
Central,2016/7/13, 45, 20, 5, 18, 11, 4, 55
Central,2016/7/14, 56, 18, 5, 15, 7, 5, 48
Central,2016/7/15, 45, 18, 24, 19, 8, 5, 54
Central,2016/7/16, 59, 19, 31, 16, 8, 4, 50
Central,2016/7/17, 48, 20, 10, 24, 4, 5, 56
Central,2016/7/18, 59, 18, 17, 12, 5, 3, 36
Central,2016/7/19, 31, 14, 9, 20, 6, 4, 44
Central,2016/7/20, 47, 20, 14, 19, 10, 3, 50
Central,2016/7/21, 49, 22, 3, 25, 9, 5, 59
Central,2016/7/22, 64, 19, 9, 17, 7, 4, 44
Central,2016/7/23, 38, 13, 6, 15, 4, 4, 38
Central,2016/7/24, 34, 15, 4, 20, 6, 4, 43
Central,2016/7/25, 44, 21, 3, 17, 10, 3, 52
Central,2016/7/26, 51, 22, 13, 16, 5, 5, 56
Central,2016/7/27, 58, 23, 10, 17, 4, 3, 56
Central,2016/7/28, 60, 20, 15, 17, 6, 3, 50
Central,2016/7/29, 50, 17, 13, 15, 5, 2, 51
Central,2016/7/30, 46, 18, 11, 16, 4, 2, 48
Central,2016/7/31, 45, 21, 13, 24, 7, 3, 56
Central,2016/8/1, 62, 20, 22, 17, 15, 2, 52
Central,2016/8/2, 55, 19, 13, 17, 9, 2, 50
Central,2016/8/3, 49, 18, 12, 15, 6, 2, 45
Central,2016/8/4, 44, 18, 17, 16, 5, 2, 55
Central,2016/8/5, 54, 20, 14, 19, 4, 4, 56
Central,2016/8/6, 60, 26, 16, 10, 4, 2, 59
Central,2016/8/7, 67, 29, 22, 14, 6, 3, 61
Central,2016/8/8, 68, 29, 22, 19, 9, 5, 64
Central,2016/8/9, 75, 20, 14, 13, 8, 3, 44
Central,2016/8/10, 41, 18, 10, 18, 6, 5, 53
Central,2016/8/11, 52, 19, 10, 16, 6, 4, 52
Central,2016/8/12, 51, 23, 21, 21, 6, 4, 61
Central,2016/8/13, 72, 26, 19, 16, 10, 4, 58
Central,2016/8/14, 64, 20, 20, 14, 10, 2, 48
Central,2016/8/15, 44, 14, 10, 12, 5, 2, 37
Central,2016/8/16, 35, 16, 10, 13, 4, 4, 46
Central,2016/8/17, 43, 19, 10, 10, 5, 2, 49
Central,2016/8/18, 37, 16, 10, 10, 4,, 43
Central,2016/8/19, 35, 15, 13, 12, 5,, 44
Central,2016/8/20, 40, 14, 8, 11, 5, 2, 42
Central,2016/8/21, 39, 14, 12, 15, 5, 3, 45
Central,2016/8/22, 48, 25, 17, 15, 9, 4, 63
Central,2016/8/23, 72, 23, 9, 12, 10, 2, 43
Central,2016/8/24, 44, 14, 16, 13, 9, 2, 40
Central,2016/8/25, 40, 32, 28, 20, 10, 9, 103
Central,2016/8/26, 124, 49, 15, 19, 9, 8, 82
Central,2016/8/27, 92, 35, 17, 17, 9, 6, 77
Central,2016/8/28, 93, 38, 15, 13, 5, 7, 65
Central,2016/8/29, 70, 17, 7, 13, 7, 4, 49
Central,2016/8/30, 50, 20, 9, 9, 11, 2, 56
Central,2016/8/31, 55, 20, 4, 14, 5, 5, 55
Central,2016/9/1, 54, 19, 13, 16, 7, 4, 50
Central,2016/9/2, 49, 21, 13, 17, 8, 6, 61
Central,2016/9/3, 66, 22, 13, 21, 8, 3, 64
Central,2016/9/4, 69, 35, 12, 27, 11, 4, 69
Central,2016/9/5, 82, 24, 18, 19, 13, 4, 53
Central,2016/9/6, 55, 17, 7, 14, 8, 2, 46
Central,2016/9/7, 44, 18, 11, 13, 5, 3, 52
Central,2016/9/8, 51, 18, 10, 14, 5, 4, 53
Central,2016/9/9, 54, 25, 9, 16, 4, 5, 55
Central,2016/9/10, 58, 19, 13, 12, 5, 3, 48
Central,2016/9/11, 43, 18, 8, 18, 7, 2, 52
Central,2016/9/12, 56, 21, 12, 15, 5, 4, 51
Central,2016/9/13, 47, 15, 5, 17, 6, 4, 40
Central,2016/9/14, 37, 18, 12, 14, 6, 2, 54
Central,2016/9/15, 56, 18, 13, 17, 8, 4, 47
Central,2016/9/16, 46, 18, 19, 12, 8, 7, 48
Central,2016/9/17, 50, 21, 21, 19, 6, 2, 58
Central,2016/9/18, 63, 19, 11, 16, 10, 2, 46
Central,2016/9/19, 47, 15, 11, 12, 8, 4, 37
Central,2016/9/20, 33, 14, 12, 13, 3, 5, 46
Central,2016/9/21, 42, 23, 27, 17, 3, 6, 61
Central,2016/9/22, 66, 22, 18, 16, 4, 3, 53
Central,2016/9/23, 54, 28, 23, 24, 10, 2, 60
Central,2016/9/24, 70, 22, 24, 17, 13, 2, 50
Central,2016/9/25, 56, 27, 24, 21, 10, 3, 60
Central,2016/9/26, 71, 38, 19, 24, 10, 2, 70
Central,2016/9/27, 94, 34, 24, 14, 9, 3, 61
Central,2016/9/28, 66, 25, 19, 15, 3, 2, 49
Central,2016/9/29, 54, 24, 20, 21, 2, 4, 61
Central,2016/9/30, 72, 27, 12, 22, 5, 5, 57
Central,2016/4/1, 78, 29, 23, 9, 1, 5, 60
Central,2016/4/2, 64, 23, 16, 9, 2, 4, 52
Central,2016/4/3, 52, 20, 23, 4, 2, 4, 57
Central,2016/4/4, 57, 21, 17, 10, 1, 5, 53
Central,2016/4/5, 55, 22, 26, 11, 2, 5, 57
Central,2016/4/6, 58, 26, 33, 12, 2, 7, 60
Central,2016/4/7, 67, 28, 31, 13, 3, 7, 61
Central,2016/4/8, 71, 27, 18, 3, 1, 3, 60
Central,2016/4/9, 70, 33, 31, 2, 2, 5, 64
Central,2016/4/10, 74, 25, 23, 15, 3, 3, 60
Central,2016/4/11, 73, 34, 26, 21, 9, 5, 68
Central,2016/4/12, 83, 27, 23, 17, 4, 4, 62
Central,2016/4/13, 70, 29, 14, 17, 8, 5, 63
Central,2016/4/14, 76, 24, 13, 22, 12, 4, 51
Central,2016/4/15, 56, 20, 22, 23, 15, 4, 57
Central,2016/4/16, 56, 20, 26, 13, 3, 4, 51
Central,2016/4/17, 47, 21, 29, 19, 9, 5, 62
Central,2016/4/18, 70, 27, 22, 5, 5, 5, 59
Central,2016/4/19, 65, 28, 9, 18, 2, 7, 62
Central,2016/4/20, 70, 25, 26, 13, 2, 6, 59
Central,2016/4/21, 67, 24, 16, 17, 2, 5, 56
Central,2016/4/22, 56, 19, 13, 17, 3, 2, 52
Central,2016/4/23, 46, 23, 19, 2, 2, 3, 53
Central,2016/4/24, 53, 16, 11, 15, 3, 2, 48
Central,2016/4/25, 45, 19, 24, 21, 4, 5, 53
Central,2016/4/26, 52, 28, 23, 27, 6, 9, 62
Central,2016/4/27, 71, 29, 16, 29, 4, 3, 64
Central,2016/4/28, 75, 28, 10, 27, 3, 3, 63
Central,2016/4/29, 75, 38, 34, 31, 4, 4, 73
Central,2016/4/30, 101, 37, 21, 19, 7, 4, 63
Central,2016/5/1, 73, 18, 14, 16, 3, 2, 47
Central,2016/5/2, 44, 22, 16, 17, 2, 3, 53
Central,2016/5/3, 55, 15, 25, 10, 3, 5, 42
Central,2016/5/4, 32, 17, 19, 18, 2, 8, 53
Central,2016/5/5, 61, 24, 16, 18, 2, 7, 57
Central,2016/5/6, 57, 22, 8, 17, 3, 10, 56
Central,2016/5/7, 56, 26, 18, 19, 5, 10, 55
Central,2016/5/8, 64, 26, 12, 23, 3, 9, 59
Central,2016/5/9, 63, 16, 15, 14, 3, 6, 39
Central,2016/5/10, 27, 14, 16, 22, 4, 7, 52
Central,2016/5/11, 49, 22, 11, 18, 6, 6, 54
Central,2016/5/12, 51, 19, 4, 12, 3, 6, 51
Central,2016/5/13, 51, 21, 6, 19, 8, 5, 53
Central,2016/5/14, 57, 21, 20, 17, 10, 5, 54
Central,2016/5/15, 61, 20, 23, 15, 6, 3, 48
Central,2016/5/16, 51, 25, 20, 29, 6, 7, 66
Central,2016/5/17, 86, 31, 10, 20, 8, 5, 54
Central,2016/5/18, 60, 20, 7, 20, 4, 5, 55
Central,2016/5/19, 55, 17, 16, 16, 7, 2, 47
Central,2016/5/20, 42, 20, 17, 12, 7, 3, 41
Central,2016/5/21, 41, 14, 21, 16, 8, 2, 37
Central,2016/5/22, 43, 18, 25, 17, 14, 3, 45
Central,2016/5/23, 43, 16, 15, 15, 5, 2, 46
Central,2016/5/24, 38, 14, 17, 14, 6, 2, 43
Central,2016/5/25, 40, 15, 12, 16, 10, 3, 39
Central,2016/5/26, 34, 12, 9, 13, 8, 3, 36
Central,2016/5/27, 32, 13, 14, 15, 3, 2, 40
Central,2016/5/28, 35, 15, 26, 17, 5, 3, 46
Central,2016/5/29, 51, 19, 11, 18, 14, 3, 45
Central,2016/5/30, 43, 17, 26, 21, 9, 2, 50
Central,2016/5/31, 46, 24, 12, 24, 9, 2, 59
Central,2016/6/1, 61, 22, 13, 22, 4, 3, 58
Central,2016/6/2, 61, 27, 14, 23, 3, 6, 60
Central,2016/6/3, 67, 28, 3, 30, 5, 5, 62
Central,2016/6/4, 67, 24, 29, 19, 6, 4, 59
Central,2016/6/5, 68, 21, 19, 16, 7, 1, 51
Central,2016/6/6, 46, 17, 16, 17, 3, 1, 53
Central,2016/6/7, 48, 28, 6, 24, 5, 4, 59
Central,2016/6/8, 71, 28, 12, 22, 7, 5, 65
Central,2016/6/9, 79, 25, 7, 24, 6, 3, 60
Central,2016/6/10, 61, 20, 9, 18, 6, 3, 49
Central,2016/6/11, 47, 13, 14, 13, 3, 2, 34
Central,2016/6/12, 26, 12, 12, 13, 3, 3, 44
Central,2016/6/13, 36, 18, 14, 16, 5, 3, 55
Central,2016/6/14, 55, 19, 9, 19, 7, 3, 52
Central,2016/6/15, 49, 18, 5, 16, 8, 4, 46
Central,2016/6/16, 43, 13, 4, 14, 6, 4, 38
Central,2016/6/17, 30, 13, 14, 19, 5, 4, 42
Central,2016/6/18, 44, 22, 25, 16, 2, 5, 51
Central,2016/6/19, 54, 18, 24, 15, 4, 5, 53
Central,2016/6/20, 46, 17, 15, 21, 5, 4, 52
Central,2016/6/21, 49, 22, 5, 22, 6, 4, 55
Central,2016/6/22, 55, 19, 14, 7, 4, 2, 49
Central,2016/6/23, 49, 16, 8, 15, 3, 2, 44
Central,2016/6/24, 42, 16, 15, 13, 4, 3, 47
Central,2016/6/25, 44, 13, 13, 13, 3, 2, 39
Central,2016/6/26, 37, 15, 8, 14, 3, 2, 38
Central,2016/6/27, 34, 15, 18, 17, 5, 2, 43
Central,2016/6/28, 45, 23, 22, 16, 10, 3, 52
Central,2016/6/29, 53, 25, 22, 18, 8, 3, 55
Central,2016/6/30, 58, 26, 25, 12, 4, 3, 57
Central,2016/1/4, 37, 17, 13, 9, 1, 2, 36
Central,2016/1/5, 38, 17, 13, 8, 2, 2, 36
Central,2016/1/6, 37, 19, 15, 10, 2, 2, 41
Central,2016/1/7, 47, 19, 13, 10, 3, 2, 38
Central,2016/1/8, 41, 20, 13, 9, 3, 2, 39
Central,2016/1/9, 45, 18, 16, 7, 2, 1, 41
Central,2016/1/10, 36, 17, 12, 12, 1, 4, 44
Central,2016/1/11, 43, 21, 14, 8, 2, 7, 40
Central,2016/1/12, 44, 20, 15, 7, 2, 5, 44
Central,2016/1/13, 46, 19, 13, 9, 2, 5, 41
Central,2016/1/14, 43, 18, 8, 12, 3, 9, 43
Central,2016/1/15, 44, 22, 9, 18, 3, 12, 57
Central,2016/1/16, 60, 22, 9, 12, 2, 10, 49
Central,2016/1/17, 49, 20, 15, 17, 2, 6, 53
Central,2016/1/18, 54, 21, 9, 12, 3, 2, 52
Central,2016/1/19, 55, 20, 11, 12, 2, 2, 48
Central,2016/1/20, 45, 18, 9, 10, 2, 2, 40
Central,2016/1/21, 41, 19, 7, 12, 1, 2, 48
Central,2016/1/22, 46, 16, 9, 9, 1, 2, 37
Central,2016/1/23, 33, 18, 16, 6, 1, 1, 40
Central,2016/1/24, 41, 21, 12, 8,, 2, 43
Central,2016/1/25, 42, 22, 8, 13, 1, 2, 44
Central,2016/1/26, 48, 24, 14, 8, 1, 2, 44
Central,2016/1/27, 46, 23, 13, 12, 2, 2, 45
Central,2016/1/28, 46, 20, 9, 12, 5, 3, 48
Central,2016/1/29, 47, 18, 12, 8, 1, 2, 38
Central,2016/1/30, 32, 19, 9, 7, 1,, 40
Central,2016/1/31, 47, 22, 12, 6, 1, 1, 37
Central,2016/2/1, 42, 20, 11, 8, 1, 2, 39
Central,2016/2/2, 36, 19, 15, 7,, 2, 47
Central,2016/2/3, 43, 19, 8, 10,, 2, 37
Central,2016/2/4, 36, 16, 13, 10,, 3, 40
Central,2016/2/5, 34, 18, 16, 6,, 2, 40
Central,2016/2/6, 44, 19, 25, 6,, 3, 44
Central,2016/2/7, 50, 31, 25, 4, 1, 3, 56
Central,2016/2/8, 61, 31, 24, 2, 1, 3, 59
Central,2016/2/9, 65, 24, 17, 5, 1, 3, 48
Central,2016/2/10, 43, 14, 10, 6, 1, 2, 28
Central,2016/2/11, 30, 18, 13, 8, 2, 2, 41
Central,2016/2/12, 45, 18, 14, 5, 2, 2, 37
Central,2016/2/13, 35, 15, 15, 6, 2, 1, 42
Central,2016/2/14, 44, 18, 15, 6, 2, 2, 47
Central,2016/2/15, 45, 21, 15, 5, 2, 2, 47
Central,2016/2/16, 48, 26, 23, 6, 2, 2, 54
Central,2016/2/17, 61, 29, 17, 9,, 2, 54
Central,2016/2/18, 58, 17, 6, 11, 2, 3, 32
Central,2016/2/19, 27, 14, 9, 14, 2, 4, 43
Central,2016/2/20, 45, 22, 17, 8,, 3, 51
Central,2016/2/21, 48, 24, 17, 8, 2, 3, 49
Central,2016/2/22, 44, 23, 12, 8, 3, 3, 50
Central,2016/2/23, 52, 21, 6, 13, 2, 5, 47
Central,2016/2/24, 41, 18, 15, 9, 2, 3, 46
Central,2016/2/25, 45, 26, 17, 11, 2, 1, 51
Central,2016/2/26, 51, 25, 16, 8, 3, 2, 49
Central,2016/2/27, 46, 22, 17, 5, 2, 2, 47
Central,2016/2/28, 43, 24, 13, 7, 2, 1, 50
Central,2016/2/29, 47, 25, 15, 10,, 2, 49
Central,2016/3/1, 46, 25, 13, 8, 1, 18, 51
Central,2016/3/2, 55, 27, 12, 9, 2, 2, 51
Central,2016/3/3, 52, 25, 9, 10, 2, 2, 47
Central,2016/3/4, 45, 20, 16, 10,, 5, 42
Central,2016/3/5, 44, 20, 16, 6,, 4, 41
Central,2016/3/6, 37, 18, 12, 9,, 4, 45
Central,2016/3/7, 48, 21, 9, 14, 2, 4, 51
Central,2016/3/8, 50, 20, 19, 10, 2, 2, 44
Central,2016/3/9, 42, 20, 15, 18, 3, 2, 50
Central,2016/3/10, 57, 21, 18, 10, 1, 3, 48
Central,2016/3/11, 47, 18, 15, 11, 1, 3, 47
Central,2016/3/12, 46, 20, 14, 12,, 3, 47
Central,2016/3/13, 50, 21, 18, 9, 1, 4, 54
Central,2016/3/14, 55, 22, 17, 6, 1, 3, 54
Central,2016/3/15, 59, 22, 23, 14, 1, 6, 54
Central,2016/3/16, 54, 22, 26, 12, 1, 2, 57
Central,2016/3/17, 61, 24, 28, 12, 1, 2, 59
Central,2016/3/18, 65, 28, 33, 12, 2, 2, 60
Central,2016/3/19, 69, 28, 27, 13, 1, 2, 61
Central,2016/3/20, 75, 30, 28, 19, 1, 2, 61
Central,2016/3/21, 67, 29, 23, 22, 1, 3, 59
Central,2016/3/22, 69, 29, 30, 19, 2, 3, 62
Central,2016/3/23, 70, 24, 32, 10, 2, 3, 59
Central,2016/3/24, 66, 26, 38, 1, 2, 6, 61
Central,2016/3/25, 68, 25, 22, 1, 2, 5, 57
Central,2016/3/26, 62, 29, 23, 1, 1, 1, 59
Central,2016/3/27, 73, 32, 23, 5, 1, 2, 58
Central,2016/3/28, 65, 39, 31, 15, 1, 5, 72
Central,2016/3/29, 104, 51, 26, 7, 2, 5, 74
Central,2016/3/30, 94, 43, 22, 12, 2, 5, 71
Central,2016/3/31, 104, 44, 24, 11, 1, 6, 66
Central,2015/10/1, 171, 97, 33, 15, 3, 18, 170
Central,2015/10/2, 140, 74, 24, 21, 5, 13, 116
Central,2015/10/3, 173, 82, 29, 15, 9, 15, 170
Central,2015/10/4, 102, 72, 36, 10, 4, 6, 85
Central,2015/10/5, 162, 90, 30, 21, 4, 12, 155
Central,2015/10/6, 165, 67, 27, 18, 3, 10, 90
Central,2015/10/7, 100, 39, 30, 27, 5, 9, 77
Central,2015/10/8, 90, 48, 36, 16, 6, 9, 88
Central,2015/10/9, 110, 49, 31, 14, 5, 5, 84
Central,2015/10/10, 104, 46, 46, 10, 4, 5, 90
Central,2015/10/11, 116, 57, 36, 15, 4, 6, 107
Central,2015/10/12, 140, 65, 37, 16, 5, 5, 126
Central,2015/10/13, 156, 59, 24, 15, 4, 5, 92
Central,2015/10/14, 114, 42, 34, 13, 3, 4, 80
Central,2015/10/15, 92, 53, 39, 13, 4, 5, 110
Central,2015/10/16, 138, 55, 31, 14, 4, 4, 90
Central,2015/10/17, 116, 55, 40, 11, 5, 5, 118
Central,2015/10/18, 133, 72, 31, 11, 4, 6, 116
Central,2015/10/19, 132, 62, 31, 11, 4, 5, 107
Central,2015/10/20, 109, 61, 37, 12, 4, 6, 118
Central,2015/10/21, 148, 52, 35, 12, 5, 3, 78
Central,2015/10/22, 88, 59, 47, 12, 4, 8, 155
Central,2015/10/23, 163, 106, 27, 15, 4, 14, 178
Central,2015/10/24, 176, 79, 30, 18, 4, 11, 144
Central,2015/10/25, 166, 80, 42, 17, 4, 12, 156
Central,2015/10/26, 169, 79, 47, 18, 6, 12, 129
Central,2015/10/27, 151, 55, 26, 14, 4, 9, 78
Central,2015/10/28, 92, 27, 22, 9, 3, 5, 52
Central,2015/10/29, 42, 20, 18, 16, 4, 5, 53
Central,2015/10/30, 51, 19, 17, 14, 4, 7, 49
Central,2015/10/31, 49, 25, 36, 17, 3, 6, 60
Central,2015/11/1, 63, 25, 21, 19, 3, 5, 55
Central,2015/11/2, 52, 21, 12, 21, 3, 5, 57
Central,2015/11/3, 52, 24, 19, 24, 6, 4, 62
Central,2015/11/4, 70, 40, 30, 28, 11, 6, 81
Central,2015/11/5, 100, 46, 31, 21, 13, 6, 81
Central,2015/11/6, 91, 29, 19, 20, 13, 4, 53
Central,2015/11/7, 52, 30, 30, 27, 9, 8, 73
Central,2015/11/8, 87, 45, 43, 25, 10, 8, 89
Central,2015/11/9, 115, 39, 20, 15, 9, 6, 64
Central,2015/11/10, 68, 25, 19, 23, 2, 7, 61
Central,2015/11/11, 72, 33, 28, 20, 6, 10, 68
Central,2015/11/12, 80, 32, 8, 21, 7, 7, 63
Central,2015/11/13, 74, 27, 19, 12, 3, 5, 55
Central,2015/11/14, 50, 19, 16, 11, 2, 4, 40
Central,2015/11/15, 43, 13, 3, 14, 2, 4, 36
Central,2015/11/16, 35, 14, 24, 20, 8, 4, 41
Central,2015/11/17, 47, 27, 27, 14, 11, 5, 51
Central,2015/11/18, 58, 19, 14, 17, 4, 4, 51
Central,2015/11/19, 52, 19, 10, 14, 3, 4, 45
Central,2015/11/20, 39, 18, 18, 19, 2, 6, 43
Central,2015/11/21, 50, 24, 9, 13, 8, 4, 49
Central,2015/11/22, 62, 34, 38, 21, 22, 3, 64
Central,2015/11/23, 90, 32, 12, 24, 8, 2, 61
Central,2015/11/24, 74, 32, 24, 22, 4, 5, 61
Central,2015/11/25, 71, 18, 9, 14, 2, 2, 35
Central,2015/11/26, 32, 11, 15, 12, 1, 2, 31
Central,2015/11/27, 28, 16, 22, 14, 3, 2, 44
Central,2015/11/28, 45, 22, 22, 15, 3, 3, 48
Central,2015/11/29, 52, 18, 17, 18, 11, 3, 49
Central,2015/11/30, 49, 16, 12, 16, 4, 4, 36
Central,2015/12/1, 35, 15, 10, 16, 2, 6, 44
Central,2015/12/2, 43, 16, 14, 12, 2, 3, 43
Central,2015/12/3, 40, 21, 17, 17, 2, 3, 53
Central,2015/12/4, 55, 19, 13, 15, 3, 3, 43
Central,2015/12/5, 45, 21, 10, 13, 2, 6, 42
Central,2015/12/6, 48, 14, 13, 9, 1, 3, 30
Central,2015/12/7, 30, 18, 12, 14, 2, 4, 49
Central,2015/12/8, 46, 16, 13, 12, 3, 4, 38
