Area,date, pm25, pm10, o3, no2, so2, co, psi
Central,2015/12/9, 30, 14, 15, 16, 3, 5, 42
Central,2015/12/10, 42, 19, 10, 16, 2, 7, 49
Central,2015/12/11, 47, 19, 12, 11, 2, 8, 39
Central,2015/12/12, 40, 14, 3, 11, 2, 11, 29
Central,2015/12/13, 29, 13, 10, 14, 3, 9, 33
Central,2015/12/14, 35, 20, 11, 15, 2, 5, 54
Central,2015/12/15, 56, 22, 17, 15, 2, 5, 51
Central,2015/12/16, 52, 26, 20, 14, 2, 6, 55
Central,2015/12/17, 57, 31, 18, 14, 2, 6, 60
Central,2015/12/18, 70, 34, 25, 13, 3, 6, 59
Central,2015/12/19, 63, 28, 34, 8, 2, 6, 59
Central,2015/12/20, 64, 24, 30, 12, 2, 5, 54
Central,2015/12/21, 55, 27, 43, 17, 3, 5, 63
Central,2015/12/22, 68, 29, 28, 17, 5, 4, 60
Central,2015/12/23, 68, 23, 9, 18, 3, 5, 49
Central,2015/12/24, 49, 22, 17, 11, 2, 5, 44
Central,2015/12/25, 40, 17, 16, 10, 1, 3, 35
Central,2015/12/26, 36, 18, 18, 9, 1, 3, 39
Central,2015/12/27, 36, 17, 14, 10, 1, 3, 43
Central,2015/12/28, 38, 15, 7, 11, 1, 2, 34
Central,2015/12/29, 29, 19, 16, 13, 1, 2, 44
Central,2015/12/30, 41, 24, 29, 22,,, 40
Central,2015/12/31, 38, 20, 6, 27,,, 25
Central,2016/1/1, 23,,,,,,
Central,2015/7/14, 31, 19, 12, 14, 2, 3, 39
Central,2015/7/15, 36, 15, 11, 15, 3, 5, 43
Central,2015/7/16, 41, 20, 13, 14, 4, 6, 50
Central,2015/7/17, 43, 21, 15, 14, 3, 8, 49
Central,2015/7/18, 44, 21, 17, 11, 2, 7, 52
Central,2015/7/19, 35, 22, 15, 10, 2, 3, 44
Central,2015/7/20, 38, 20, 15, 12, 3, 2, 47
Central,2015/7/21, 40, 19, 14, 15, 3, 2, 46
Central,2015/7/22, 41, 20, 15, 15, 2, 2, 51
Central,2015/7/23, 40, 19, 11, 14, 2, 3, 49
Central,2015/7/24, 41, 20, 14, 13, 3, 3, 48
Central,2015/7/25, 46, 22, 19, 12, 4, 3, 55
Central,2015/7/26, 32, 19, 10, 11, 4, 3, 44
Central,2015/7/27, 51, 19, 12, 14, 7, 3, 57
Central,2015/7/28, 33, 20, 9, 11, 4, 2, 42
Central,2015/7/29, 34, 14, 14, 7, 3, 2, 36
Central,2015/7/30, 38, 16, 12, 9, 2, 2, 47
Central,2015/7/31, 52, 20, 11, 16, 3, 4, 57
Central,2015/8/1, 53, 25, 12, 17, 4, 5, 55
Central,2015/8/2, 40, 20, 13, 12, 5, 3, 47
Central,2015/8/3, 36, 17, 7, 15, 3, 3, 39
Central,2015/8/4, 47, 18, 15, 18, 4, 5, 50
Central,2015/8/5, 54, 20, 17, 17, 6, 5, 55
Central,2015/8/6, 49, 21, 11, 18, 3, 4, 54
Central,2015/8/7, 52, 22, 10, 18, 3, 5, 56
Central,2015/8/8, 56, 22, 16, 17, 3, 5, 56
Central,2015/8/9, 46, 21, 20, 12, 5, 4, 46
Central,2015/8/10, 61, 26, 21, 9, 3, 3, 60
Central,2015/8/11, 54, 28, 13, 11, 3, 4, 56
Central,2015/8/12, 55, 25, 5, 16, 4, 5, 56
Central,2015/8/13, 57, 25, 16, 15, 7, 6, 57
Central,2015/8/14, 53, 21, 14, 13, 4, 4, 55
Central,2015/8/15, 49, 22, 17, 10, 4, 6, 53
Central,2015/8/16, 47, 24, 16, 8, 3, 8, 52
Central,2015/8/17, 50, 24, 13, 10, 4, 5, 55
Central,2015/8/18, 54, 26, 27, 10, 3, 2, 57
Central,2015/8/19, 74, 30, 27, 13, 4, 1, 67
Central,2015/8/20, 81, 37, 27, 13, 5, 2, 72
Central,2015/8/21, 82, 39, 22, 17, 5, 2, 69
Central,2015/8/22, 102, 43, 26, 16, 7, 3, 82
Central,2015/8/23, 89, 43, 32, 8, 2, 2, 74
Central,2015/8/24, 92, 41, 27, 9, 2, 2, 75
Central,2015/8/25, 104, 47, 18, 15, 3, 3, 83
Central,2015/8/26, 78, 43, 17, 13, 2, 2, 69
Central,2015/8/27, 70, 34, 23, 12, 3, 2, 64
Central,2015/8/28, 79, 32, 16, 12, 2, 3, 68
Central,2015/8/29, 82, 38, 22, 8, 3, 2, 71
Central,2015/8/30, 60, 35, 15, 7, 2, 1, 57
Central,2015/8/31, 62, 27, 22, 9, 2, 2, 57
Central,2015/9/1, 77, 33, 30, 10, 2, 3, 69
Central,2015/9/2, 84, 44, 29, 11, 2, 4, 75
Central,2015/9/3, 114, 48, 25, 9, 2, 5, 89
Central,2015/9/4, 85, 48, 19, 11, 2, 4, 73
Central,2015/9/5, 122, 49, 26, 9, 3, 5, 91
Central,2015/9/6, 129, 56, 32, 10, 3, 5, 97
Central,2015/9/7, 107, 47, 28, 11, 4, 4, 85
Central,2015/9/8, 119, 53, 29, 11, 3, 5, 96
Central,2015/9/9, 89, 47, 14, 17, 4, 5, 75
Central,2015/9/10, 157, 57, 24, 21, 6, 12, 135
Central,2015/9/11, 124, 82, 34, 14, 7, 9, 120
Central,2015/9/12, 119, 50, 29, 13, 5, 5, 96
Central,2015/9/13, 156, 71, 34, 10, 3, 8, 143
Central,2015/9/14, 147, 78, 20, 13, 3, 8, 140
Central,2015/9/15, 156, 77, 16, 22, 3, 10, 119
Central,2015/9/16, 130, 61, 15, 22, 5, 8, 103
Central,2015/9/17, 82, 48, 25, 17, 5, 4, 72
Central,2015/9/18, 105, 44, 25, 12, 4, 4, 88
Central,2015/9/19, 148, 67, 33, 11, 2, 9, 131
Central,2015/9/20, 97, 50, 31, 11, 2, 6, 79
Central,2015/9/21, 95, 42, 22, 13, 4, 6, 80
Central,2015/9/22, 111, 46, 24, 13, 5, 8, 95
Central,2015/9/23, 126, 52, 33, 18, 8, 7, 115
Central,2015/9/24, 222, 98, 37, 13, 11, 17, 240
Central,2015/9/25, 191, 141, 27, 14, 14, 16, 214
Central,2015/9/26, 91, 67, 27, 11, 8, 5, 77
Central,2015/9/27, 119, 43, 29, 10, 5, 5, 97
Central,2015/9/28, 171, 75, 24, 17, 10, 11, 162
Central,2015/9/29, 184, 94, 34, 19, 11, 20, 186
Central,2015/9/30, 161, 87, 27, 19, 7, 12, 150
Central,2015/4/1, 55, 21, 13, 18, 3, 4, 49
Central,2015/4/2, 46, 23, 21, 23, 5, 5, 59
Central,2015/4/3, 67, 30, 31, 23, 10, 3, 64
Central,2015/4/4, 74, 26, 11, 21, 5, 2, 55
Central,2015/4/5, 55, 25, 29, 22, 6, 2, 62
Central,2015/4/6, 72, 29, 14, 14, 6, 2, 52
Central,2015/4/7, 51, 19, 16, 10, 2, 1, 40
Central,2015/4/8, 36, 18, 16, 9, 2, 2, 46
Central,2015/4/9, 41, 18, 20, 6, 2, 2, 38
Central,2015/4/10, 32, 16, 17, 16, 2, 2, 45
Central,2015/4/11, 43, 20, 21, 16, 2, 3, 52
Central,2015/4/12, 45, 22, 30, 14, 2, 2, 55
Central,2015/4/13, 56, 24, 24, 12, 2, 2, 48
Central,2015/4/14, 47, 20, 25, 10, 2, 2, 43
Central,2015/4/15, 41, 17, 25, 8, 2, 1, 41
Central,2015/4/16, 31, 21, 20, 10, 3, 2, 52
Central,2015/4/17, 51, 24, 31, 18, 4, 2, 59
Central,2015/4/18, 60, 25, 46, 20, 8, 2, 55
Central,2015/4/19, 56, 28, 14, 28, 10, 5, 59
Central,2015/4/20, 62, 36, 34, 33, 7, 4, 72
Central,2015/4/21, 88, 30, 31, 21, 6, 4, 57
Central,2015/4/22, 64, 27, 15, 16, 7, 5, 57
Central,2015/4/23, 63, 30, 15, 15, 10, 6, 54
Central,2015/4/24, 61, 25, 14, 15, 11, 5, 49
Central,2015/4/25, 50, 19, 13, 10, 7, 2, 40
Central,2015/4/26, 39, 18, 11, 13, 2, 2, 53
Central,2015/4/27, 51, 28, 10, 15, 3, 4, 55
Central,2015/4/28, 57, 22, 19, 12, 2, 5, 52
Central,2015/4/29, 55, 22, 17, 15, 2, 3, 54
Central,2015/4/30, 57, 25, 30, 16, 3, 5, 57
Central,2015/5/1, 62, 24, 11, 15, 5, 5, 53
Central,2015/5/2, 56, 21, 6, 11, 6, 2, 38
Central,2015/5/3, 42, 19, 13, 15, 5, 3, 52
Central,2015/5/4, 53, 30, 14, 21, 4, 5, 65
Central,2015/5/5, 69, 32, 26, 23, 7, 5, 59
Central,2015/5/6, 75, 28, 5, 12, 10, 3, 51
Central,2015/5/7, 45, 20, 8, 10, 5, 3, 51
Central,2015/5/8, 46, 16, 12, 9, 6, 2, 35
Central,2015/5/9, 38, 16, 11, 5, 5, 2, 42
Central,2015/5/10, 36, 18, 11, 4, 3, 2, 45
Central,2015/5/11, 36, 16, 10, 6, 3, 3, 44
Central,2015/5/12, 40, 16, 13, 9, 4, 3, 52
Central,2015/5/13, 44, 16, 10, 10, 4, 3, 44
Central,2015/5/14, 35, 23, 5, 19, 3, 7, 58
Central,2015/5/15, 61, 19, 7, 8, 4, 3, 35
Central,2015/5/16, 31, 12, 8, 8, 4, 2, 31
Central,2015/5/17, 30, 19, 7, 13, 3, 4, 55
Central,2015/5/18, 53, 20, 11, 8, 6, 4, 54
Central,2015/5/19, 47, 18, 9, 7, 4, 3, 45
Central,2015/5/20, 35, 24, 15, 6, 4, 6, 57
Central,2015/5/21, 57, 21, 11, 9, 4, 2, 54
Central,2015/5/22, 48, 21, 6, 12, 5, 3, 53
Central,2015/5/23, 54, 23, 17, 9, 12, 4, 49
Central,2015/5/24, 47, 17, 8, 8, 6, 3, 48
Central,2015/5/25, 40, 16, 13, 9, 4, 3, 52
Central,2015/5/26, 44, 24, 10, 10, 2, 5, 51
Central,2015/5/27, 48, 19, 14, 10, 4, 5, 46
Central,2015/5/28, 44, 13, 15, 9, 3, 2, 30
Central,2015/5/29, 29, 14, 15, 8, 4, 1, 35
Central,2015/5/30, 31, 16, 20, 10, 4, 1, 40
Central,2015/5/31, 34, 21, 20, 14, 4, 4, 53
Central,2015/6/1, 48, 17, 15, 13, 5, 3, 50
Central,2015/6/2, 41, 19, 20, 17, 5, 4, 52
Central,2015/6/3, 52, 16, 13, 15, 5, 2, 42
Central,2015/6/4, 37, 20, 13, 17, 3, 3, 51
Central,2015/6/5, 43, 20, 4, 21,,, 57
Central,2015/6/6, 53, 24, 7, 17, 4, 6, 40
Central,2015/6/7, 44, 15, 5, 15, 4, 4, 38
Central,2015/6/8, 38, 22, 7, 20, 5, 5, 55
Central,2015/6/9, 59, 18, 15, 15, 15, 2, 41
Central,2015/6/10, 42, 14, 12, 17, 7, 1, 38
Central,2015/6/11, 29, 14, 3, 16, 4, 2, 45
Central,2015/6/12, 30, 14, 11, 19, 8, 2, 38
Central,2015/6/13, 38, 21, 7, 15, 14, 3, 38
Central,2015/6/14, 35, 15, 7, 16, 5, 2, 46
Central,2015/6/15, 44, 22, 10, 19, 4, 2, 52
Central,2015/6/16, 52, 25, 12, 22, 4, 2,
Central,2015/6/17, 57, 23, 18, 18, 3, 2,
Central,2015/6/18, 55, 20, 13, 13, 3, 2,
Central,2015/6/19, 42, 17, 12, 12, 2, 2,
Central,2015/6/20, 31, 18, 13, 12, 3,,
Central,2015/1/1, 55, 25, 26, 14, 2, 1,
Central,2015/1/2, 48, 30, 25, 8, 2, 2, 55
Central,2015/1/3, 48, 20, 27, 7, 1, 2, 40
Central,2015/1/4, 37, 14, 25, 11, 2, 2, 38
Central,2015/1/5, 35, 18, 20, 11, 3, 3, 42
Central,2015/1/6, 35, 14, 16, 14, 3, 4, 37
Central,2015/1/7, 31, 11, 13, 14, 3, 2, 33
Central,2015/1/8, 26, 11, 13, 10, 2, 1, 27
Central,2015/1/9, 23, 11, 22, 13, 2, 1, 31
Central,2015/1/10, 31, 16, 19, 8, 3, 2, 38
Central,2015/1/11, 28, 16, 20, 10, 3, 1, 41
Central,2015/1/12, 35, 20, 23, 11, 3, 1, 39
Central,2015/1/13, 32, 18, 24, 10, 2, 2, 36
Central,2015/1/14, 30, 19, 24, 9, 1, 1, 44
Central,2015/1/15, 29, 20, 24, 8, 2, 2, 48
Central,2015/1/16, 42, 22, 30, 6, 3, 2, 52
Central,2015/1/17, 38, 21, 23, 4, 3, 1, 46
Central,2015/1/18, 41, 27, 28, 9, 3, 2, 53
Central,2015/1/19, 45, 30, 27, 7, 3, 2, 56
Central,2015/1/20, 55, 34, 21, 11, 3, 3, 58
Central,2015/1/21, 58, 34, 30, 8, 3, 3, 64
Central,2015/1/22, 74, 34, 25, 10, 4, 2, 54
Central,2015/1/23, 52, 31, 29, 7, 4, 2, 58
Central,2015/1/24, 65, 40, 43, 5, 5, 3, 72
Central,2015/1/25, 84, 39, 29, 8, 5, 2, 63
Central,2015/1/26, 70, 32, 24, 9, 5, 2, 56
Central,2015/1/27, 62, 25, 20, 11, 5, 2, 51
Central,2015/1/28, 49, 21, 10, 17, 10, 2, 41
Central,2015/1/29, 35, 15, 18, 15, 11, 2, 37
Central,2015/1/30, 34, 19, 20, 14, 7, 2, 41
Central,2015/1/31, 33, 20, 24, 12, 7, 2, 40
Central,2015/2/1, 35, 22, 18, 12, 5, 1, 50
Central,2015/2/2, 36, 23, 19, 6, 4, 1, 48
Central,2015/2/3, 37, 16, 17, 12, 2, 2, 34
Central,2015/2/4, 31, 21, 20, 11, 2, 2, 46
Central,2015/2/5, 33, 20, 20, 14, 3, 2, 41
Central,2015/2/6, 37, 23, 29, 13, 3, 2, 49
Central,2015/2/7, 41, 28, 31, 10, 4, 3, 55
Central,2015/2/8, 53, 28, 30, 9, 4, 3, 54
Central,2015/2/9, 49,,,,,, 53
Central,2015/2/10, 47,,,,,, 60
Central,2015/2/11, 64,,,,,, 61
Central,2015/2/12, 63,,,,,, 63
Central,2015/2/13, 65,,,,,, 60
Central,2015/2/14, 59, 29, 36, 11, 4, 2, 60
Central,2015/2/15, 59, 27, 30, 11, 4, 2, 57
Central,2015/2/16, 56, 28, 23, 11, 4, 2, 52
Central,2015/2/17, 55, 22, 16, 9, 4, 2, 45
Central,2015/2/18, 44, 18, 21, 7, 2, 2, 31
Central,2015/2/19, 30, 16, 24, 6, 2, 1, 39
Central,2015/2/20, 39, 20, 25, 8, 2, 1, 47
Central,2015/2/21, 47, 18, 25, 8, 2, 1, 39
Central,2015/2/22, 40, 17, 23, 13, 2, 2, 44
Central,2015/2/23, 38, 21, 18, 11, 2, 2, 49
Central,2015/2/24, 49, 20, 23, 13, 3, 2, 49
Central,2015/2/25, 49, 22, 21, 11, 3, 2, 50
Central,2015/2/26, 48, 22, 23, 11, 3, 2, 51
Central,2015/2/27, 51, 21, 20, 10, 4, 2, 44
Central,2015/2/28, 44, 18, 17, 11, 3, 2, 39
Central,2015/3/1, 39, 18, 16, 14, 2, 1, 46
Central,2015/3/2, 41, 20, 18, 14, 3, 2, 54
Central,2015/3/3, 43, 25, 26, 19, 4, 3, 54
Central,2015/3/4, 50, 27, 27, 16, 4, 3, 57
Central,2015/3/5, 65, 30, 28, 18, 4, 2, 61
Central,2015/3/6, 65, 27, 22, 12, 4, 2, 48
Central,2015/3/7, 49, 19, 23, 12, 3, 2, 44
Central,2015/3/8, 37, 13, 14, 15, 3, 2, 42
Central,2015/3/9, 37, 18, 16, 15, 4, 2, 45
Central,2015/3/10, 40, 20, 10, 16, 3, 2, 40
Central,2015/3/11, 38, 19, 16, 16, 2, 2, 49
Central,2015/3/12, 48, 25, 26, 15, 3, 2, 46
Central,2015/3/13, 44, 22, 26, 13, 6, 2, 44
Central,2015/3/14, 42, 20, 22, 10, 10,, 38
Central,2015/3/15, 36, 20, 26, 17, 8, 3, 53
Central,2015/3/16, 51, 24, 28, 12, 3, 2, 57
Central,2015/3/17, 53, 24, 34, 10, 2, 2, 58
Central,2015/3/18, 56, 26, 30, 14, 3, 3, 59
Central,2015/3/19, 62, 34, 49, 18, 2, 3, 78
Central,2015/3/20, 100, 40, 42, 14, 3, 3, 71
Central,2015/3/21, 88, 38, 34, 20, 2, 4, 63
Central,2015/3/22, 73, 31, 24, 22, 2, 5, 65
Central,2015/3/23, 71, 29, 26, 12, 2, 2, 58
Central,2015/3/24, 63, 25, 20, 10, 3, 2, 50
Central,2015/3/25, 49, 23, 18, 10, 3, 2, 51
Central,2015/3/26, 55, 25, 19, 11, 3, 1, 50
Central,2015/3/27, 47, 25, 18, 4, 3, 1, 52
Central,2015/3/28, 47, 23, 15, 4, 2, 2, 49
Central,2015/3/29, 43, 21, 21, 4, 2, 1, 51
Central,2015/3/30, 43, 24, 19, 13, 2, 2, 54
Central,2015/3/31, 51, 24, 15, 24, 2, 3, 54
Central,2014/10/1, 93, 37, 33, 16, 10, 4, 74
Central,2014/10/2, 83, 39, 40, 15, 11,, 73
Central,2014/10/3, 87, 36, 22, 18, 12, 4, 64
Central,2014/10/4, 78, 23, 23, 9, 15, 4, 33
Central,2014/10/5, 59, 26, 41, 13, 15, 6, 94
Central,2014/10/6, 107, 58, 33, 14, 14,, 86
Central,2014/10/7, 100, 45, 30, 14, 10, 5, 82
Central,2014/10/8, 111, 42, 30, 13, 10, 4, 65
Central,2014/10/9, 70, 31, 35, 12, 10, 3, 59
Central,2014/10/10, 60, 40, 36, 17, 10, 5, 87
Central,2014/10/11, 115, 55, 37, 21, 11, 7, 89
Central,2014/10/12, 115, 39, 40, 23, 11, 5, 69
Central,2014/10/13, 84, 37, 28, 26, 11, 5, 67
Central,2014/10/14, 79, 39, 30, 25, 10, 8, 74
Central,2014/10/15, 92, 34, 21, 18, 10, 5, 61
Central,2014/10/16, 69, 28, 16, 18, 9, 5, 62
Central,2014/10/17, 70, 33, 16, 22, 11, 7, 72
Central,2014/10/18, 90, 47, 36, 17, 13, 8, 92
Central,2014/10/19, 114, 46, 30, 19, 12, 7, 81
Central,2014/10/20, 98, 37, 16, 23, 11, 6, 71
Central,2014/10/21, 82, 32, 12, 24, 11, 6, 63
Central,2014/10/22, 72, 37, 21, 32, 25, 8, 75
Central,2014/10/23, 98, 40, 35, 22, 23, 5, 74
Central,2014/10/24, 88, 34, 31, 20, 10, 5, 69
Central,2014/10/25, 77, 27, 22, 12, 7, 4, 59
Central,2014/10/26, 60, 22, 10, 16, 5, 4, 56
Central,2014/10/27, 55, 26, 8, 21, 6, 5, 68
Central,2014/10/28, 78, 37, 11, 21, 8, 6, 69
Central,2014/10/29, 77, 33, 6, 27, 6, 5, 68
Central,2014/10/30, 78, 34, 27, 25, 6, 6, 67
Central,2014/10/31, 80, 33, 27, 25, 12, 8, 68
Central,2014/11/1, 84, 37, 42, 16, 14, 6, 88
Central,2014/11/2, 117, 54, 33, 19, 13, 6, 89
Central,2014/11/3, 107, 44, 36, 18, 8, 6, 75
Central,2014/11/4, 93, 35, 36, 18, 5, 6, 69
Central,2014/11/5, 93, 33, 26, 23, 5, 7, 65
Central,2014/11/6, 72, 24, 21, 25, 6, 6, 51
Central,2014/11/7, 60, 23, 24, 21, 9, 5, 56
Central,2014/11/8, 56, 16, 19, 16, 10, 4, 36
Central,2014/11/9, 38, 25, 21, 23, 10, 6, 64
Central,2014/11/10, 68, 24, 18, 25, 5, 6, 61
Central,2014/11/11, 63, 36, 23, 30, 8, 9, 68
Central,2014/11/12, 82, 28, 30, 20, 8, 7, 50
Central,2014/11/13, 47, 20, 30, 15, 3, 4, 36
Central,2014/11/14, 35, 16, 24, 19, 4, 4, 34
Central,2014/11/15, 31, 15, 16, 15, 7, 5, 36
Central,2014/11/16, 36, 17, 20, 18, 6, 5, 44
Central,2014/11/17, 43, 16, 6, 18, 5, 5, 43
Central,2014/11/18, 43, 17, 27, 14, 4, 5, 42
Central,2014/11/19, 40, 15, 16, 18, 3, 5, 37
Central,2014/11/20, 40, 18, 16, 20, 3, 6, 45
Central,2014/11/21, 40, 17, 19, 17, 4, 6, 51
Central,2014/11/22, 44, 18, 18, 14, 4, 6, 42
Central,2014/11/23, 42, 17, 16, 19, 4, 5, 49
Central,2014/11/24, 43, 17, 18, 17, 5, 5, 43
Central,2014/11/25, 44, 18, 18, 18, 5, 4, 47
Central,2014/11/26, 39, 18, 18, 17, 4, 4, 47
Central,2014/11/27, 43, 20, 17, 16, 5, 5, 46
Central,2014/11/28, 45, 14, 13, 15, 4, 4, 32
Central,2014/11/29, 35, 16, 23, 15, 9, 5, 46
Central,2014/11/30, 45, 19, 12, 20, 14, 4, 43
Central,2014/12/1, 44, 20, 16, 22, 18, 5, 50
Central,2014/12/2, 52, 24, 29, 19, 13, 6, 56
Central,2014/12/3, 58, 22, 17, 19, 9, 5, 51
Central,2014/12/4, 55, 26, 42, 21, 20, 5, 64
Central,2014/12/5, 75, 25, 20, 17, 15, 4, 44
Central,2014/12/6, 42, 17, 23, 14, 5, 4, 37
Central,2014/12/7, 30, 14, 18, 15, 4, 5, 42
Central,2014/12/8, 37, 17, 21, 15, 4, 5, 47
Central,2014/12/9, 42, 23, 22, 14, 5, 4,
Central,2014/12/10, 46, 23, 23, 16, 4, 3,
Central,2014/12/11, 45, 21, 24, 17, 4, 3,
Central,2014/12/12, 40, 18, 23, 18, 5, 2,
Central,2014/12/13, 35, 19, 22, 15, 5, 3,
Central,2014/12/14, 38, 15, 16, 11, 6, 2,
Central,2014/12/15, 29, 13, 14, 14, 6, 4,
Central,2014/12/16, 34, 14, 13, 17, 6, 4,
Central,2014/12/17, 29, 15, 16, 14, 3, 4,
Central,2014/12/18, 31, 13, 18, 15, 2, 5,
Central,2014/12/19, 26, 13, 20, 15, 3, 5,
Central,2014/12/20, 33, 11, 21, 12, 3, 3,
Central,2014/12/21, 29, 11, 17, 13, 3, 3,
Central,2014/12/22, 27, 14, 11, 14, 4, 2,
Central,2014/12/23, 32, 15, 14, 15, 5, 3,
Central,2014/12/24, 32, 14, 19, 15, 5, 3, 52
Central,2014/12/25, 41, 18, 15, 19, 6, 4,
Central,2014/12/26, 39, 16, 19, 20, 5, 4,
Central,2014/12/27, 38, 13, 19, 10, 4, 3,
Central,2014/12/28, 22,,,,,,
Central,2014/7/1, 49, 22, 14, 12, 5, 4, 55
Central,2014/7/2, 54, 25, 14, 10, 5, 4, 60
Central,2014/7/3, 63, 25, 9, 11, 6, 3, 59
Central,2014/7/4, 62, 26, 8, 11, 8, 4, 53
Central,2014/7/5, 65, 21, 11, 10, 11, 4, 52
Central,2014/7/6, 58, 17, 12, 10, 7, 3, 51
Central,2014/7/7, 50, 18, 18, 10, 10, 3, 52
Central,2014/7/8, 51, 19, 9, 10, 10, 3, 42
Central,2014/7/9, 52, 16, 14, 9, 6, 2, 48
Central,2014/7/10, 44, 20, 9, 9, 6, 3, 54
Central,2014/7/11, 53, 21, 12, 11, 9, 4, 52
Central,2014/7/12, 55, 19, 19, 7, 16, 2, 46
Central,2014/7/13, 51, 17, 18, 7, 8, 2, 48
Central,2014/7/14, 43, 26, 15, 6, 10, 3, 54
Central,2014/7/15, 55, 26, 20, 7, 5, 3, 54
Central,2014/7/16, 54, 27, 10, 11, 7, 3, 57
Central,2014/7/17, 59, 23, 16, 9, 9, 3, 55
Central,2014/7/18, 59, 22, 14, 7, 6, 3, 52
Central,2014/7/19, 54, 19, 18, 8, 7, 3, 51
Central,2014/7/21, 48, 19, 15, 5, 6, 3, 44
Central,2014/7/22, 46, 22, 17, 7, 7, 3, 53
Central,2014/7/23, 53, 26, 19, 6, 7, 3, 56
Central,2014/7/24, 56, 30, 20, 7, 8, 3, 59
Central,2014/7/25, 60, 30, 18, 5, 6,, 56
Central,2014/7/26, 58, 25, 18, 7, 5, 4, 51
Central,2014/7/27, 55, 21, 18, 7, 7, 4, 52
Central,2014/7/28, 57, 20, 10, 9, 7, 4, 48
Central,2014/7/29, 54, 22, 6, 14, 6, 5, 55
Central,2014/7/30, 57, 20, 6, 10, 7, 4, 42
Central,2014/7/31, 53, 13, 10, 9, 9, 3, 42
Central,2014/8/1, 36, 18, 12, 9, 7, 3, 53
Central,2014/8/2, 51, 23, 19, 8, 6, 3, 56
Central,2014/8/3, 60, 22, 15, 10, 9, 3, 56
Central,2014/8/4, 60, 21, 10, 8, 7, 3, 43
Central,2014/8/5, 52, 16, 8, 11, 8, 3, 46
Central,2014/8/6, 40, 15, 9, 10, 8, 3, 37
Central,2014/8/7, 37, 15, 6, 11, 8, 3, 41
Central,2014/8/8, 40, 16, 18, 5, 4, 2, 31
Central,2014/8/9, 36, 10, 15, 6, 3,, 30
Central,2014/8/10, 27, 10, 9, 8, 5,, 36
Central,2014/8/11, 34, 15, 8, 10, 7, 3, 43
Central,2014/8/12, 41, 18, 5, 14, 13, 4, 49
Central,2014/8/13, 50, 19, 6, 12, 9, 3, 47
Central,2014/8/14, 50, 17, 6, 15, 6, 3, 46
Central,2014/8/15, 45, 28, 17, 15, 8, 6, 60
Central,2014/8/16, 68, 28, 9, 12, 7, 3, 55
Central,2014/8/17, 65, 21, 21, 7, 6, 2, 55
Central,2014/8/18, 55, 24, 21, 9, 6, 3, 55
Central,2014/8/19, 60, 24, 20, 13, 8, 4, 60
Central,2014/8/20, 62, 26, 20, 13, 9, 3, 60
Central,2014/8/21, 64, 26, 19, 11, 10, 4, 54
Central,2014/8/22, 63, 17, 14, 9, 7, 3, 43
Central,2014/8/23, 45, 21, 9, 13, 10, 5, 55
Central,2014/8/24, 54, 24, 8, 14, 9, 6, 59
Central,2014/8/25, 61, 30, 12, 16, 7, 8, 60
Central,2014/8/26, 69, 24, 13, 17, 15, 4, 51
Central,2014/8/27, 62, 20, 6, 15, 18, 5, 47
Central,2014/8/28, 55, 19, 17, 11, 7, 5, 54
Central,2014/8/29, 54, 23, 18, 11, 8, 6, 56
Central,2014/8/30, 58, 21, 16, 8, 8, 5, 54
Central,2014/8/31, 55, 24, 28, 8, 7, 4, 61
Central,2014/9/1, 61, 29, 27, 9, 8, 4, 61
Central,2014/9/2, 68, 34, 16, 12, 12, 4, 62
Central,2014/9/3, 77, 35, 29, 14, 11, 9, 71
Central,2014/9/4, 79, 35, 26, 12, 13, 3, 62
Central,2014/9/5, 80, 24, 16, 7, 18, 2, 40
Central,2014/9/6, 58, 17, 27, 9, 13, 3, 52
Central,2014/9/7, 44, 28, 27, 11, 11, 3, 64
Central,2014/9/8, 67, 32, 23, 12, 11, 3, 62
Central,2014/9/9, 73, 32, 26, 18, 10, 4, 61
Central,2014/9/10, 71, 33, 24, 18, 8, 4, 61
Central,2014/9/11, 71, 38, 24, 23, 7, 7, 65
Central,2014/9/12, 79, 37, 22, 19, 8, 4, 66
Central,2014/9/13, 77, 36, 28, 16, 8, 3, 67
Central,2014/9/14, 74, 41, 21, 21, 9, 5, 90
Central,2014/9/15, 91, 40, 31, 15, 8, 3, 62
Central,2014/9/16, 84, 33, 32, 14, 7, 3, 67
Central,2014/9/17, 65, 52, 36, 16, 7, 6, 97
Central,2014/9/18, 116, 58, 28, 18, 8, 6, 89
Central,2014/9/19, 137, 38, 17, 17, 9, 4, 56
Central,2014/9/20, 84, 23, 30, 16, 10, 4, 62
Central,2014/9/21, 57, 50, 30, 17, 10, 6, 77
Central,2014/9/22, 109, 34, 31, 14, 7, 3, 61
Central,2014/9/23, 72, 37, 27, 14, 8, 4, 69
Central,2014/9/24, 75, 27, 20, 18, 14, 6, 49
Central,2014/9/25, 64, 27, 42, 22, 17, 6, 66
Central,2014/9/26, 64, 33, 33, 18, 10, 5, 66
Central,2014/9/27, 78, 35, 43, 11, 8, 5, 73
Central,2014/9/28, 85, 38, 38, 14, 9, 5, 70
Central,2014/9/29, 85, 39, 37, 15, 10, 5, 73
Central,2014/9/30, 86, 42, 30, 18, 9, 5, 74
Central,2014/4/1, 62, 24, 27, 15, 7, 3,
