Area,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),LAT,LONG
East,Changi,2017,8,17,14.0,3.2,5.0,8.8,27.3,32.0,23.7,12.2,35.3,1.3678,103.9826
East,Changi,2017,8,18,29.4,23.4,28.8,29.4,27.3,30.8,24.1,10.1,43.6,1.3678,103.9826
East,Changi,2017,8,19,4.8,4.6,4.8,4.8,28.1,31.6,25.2,14.0,41.4,1.3678,103.9826
East,Changi,2017,8,20,0.0,0.0,0.0,0.0,28.8,31.8,27.2,12.6,37.8,1.3678,103.9826
East,Changi,2017,8,21,0.0,0.0,0.0,0.0,28.8,32.0,27.0,13.0,33.1,1.3678,103.9826
East,Changi,2017,8,22,5.2,4.6,5.0,5.2,27.2,28.8,25.0,9.4,36.4,1.3678,103.9826
East,Changi,2017,8,23,0.0,0.0,0.0,0.0,29.0,31.6,26.8,11.9,33.5,1.3678,103.9826
East,Changi,2017,8,24,0.0,0.0,0.0,0.0,28.8,31.3,27.3,12.6,37.8,1.3678,103.9826
East,Changi,2017,8,25,1.2,0.8,0.8,1.2,27.8,30.5,24.5,10.1,33.5,1.3678,103.9826
East,Changi,2017,8,26,0.0,0.0,0.0,0.0,28.5,31.0,27.2,12.2,32.4,1.3678,103.9826
East,Changi,2017,8,27,1.8,0.8,1.2,1.2,27.5,29.7,25.6,11.2,41.8,1.3678,103.9826
East,Changi,2017,8,28,3.2,3.2,3.2,3.2,28.1,30.8,25.7,8.3,36.0,1.3678,103.9826
East,Changi,2017,8,29,0.6,0.6,0.6,0.6,26.7,29.6,25.8,8.3,28.4,1.3678,103.9826
East,Changi,2017,8,30,0.6,0.4,0.4,0.4,27.7,31.1,25.4,7.6,28.1,1.3678,103.9826
East,Changi,2017,8,31,0.0,0.0,0.0,0.0,28.4,31.6,25.9,11.5,35.6,1.3678,103.9826
East,Changi,2017,9,1,0.0,0.0,0.0,0.0,29.0,32.0,27.1,14.8,37.1,1.3678,103.9826
East,Changi,2017,9,2,0.0,0.0,0.0,0.0,29.0,32.2,27.1,14.4,36.7,1.3678,103.9826
East,Changi,2017,9,3,0.0,0.0,0.0,0.0,29.0,31.7,27.3,17.3,45.7,1.3678,103.9826
East,Changi,2017,9,4,0.4,0.4,0.4,0.4,28.6,31.8,26.3,7.9,38.9,1.3678,103.9826
East,Changi,2017,9,5,10.4,5.8,5.8,5.8,28.2,31.4,25.1,10.8,34.9,1.3678,103.9826
East,Changi,2017,9,6,20.2,11.6,12.8,15.0,26.6,28.5,24.4,6.8,50.4,1.3678,103.9826
East,Changi,2017,9,7,0.0,0.0,0.0,0.0,28.0,31.0,26.0,8.3,33.1,1.3678,103.9826
East,Changi,2017,9,8,0.0,0.0,0.0,0.0,27.9,31.8,26.4,10.8,37.8,1.3678,103.9826
East,Changi,2017,9,9,2.6,2.6,2.6,2.6,27.9,30.9,24.7,6.1,47.2,1.3678,103.9826
East,Changi,2017,9,10,3.8,2.0,2.8,2.8,27.7,31.2,25.9,5.0,31.0,1.3678,103.9826
East,Changi,2017,9,11,14.0,7.4,7.6,7.6,26.9,30.1,24.2,5.8,30.6,1.3678,103.9826
East,Changi,2017,9,12,0.0,0.0,0.0,0.0,28.4,31.4,25.6,9.0,28.1,1.3678,103.9826
East,Changi,2017,9,13,0.0,0.0,0.0,0.0,29.1,32.4,26.2,10.8,29.2,1.3678,103.9826
East,Changi,2017,9,14,0.0,0.0,0.0,0.0,28.7,31.5,27.3,7.9,25.2,1.3678,103.9826
East,Changi,2017,9,15,0.0,0.0,0.0,0.0,28.3,30.4,26.5,6.1,37.1,1.3678,103.9826
East,Changi,2017,9,16,19.2,15.0,18.4,18.8,27.7,31.1,22.3,7.9,34.2,1.3678,103.9826
East,Changi,2017,9,17,3.0,1.2,1.4,1.6,28.4,32.0,26.3,14.0,41.8,1.3678,103.9826
East,Changi,2017,9,18,16.8,8.2,9.4,14.2,26.9,30.3,23.7,7.6,41.0,1.3678,103.9826
East,Changi,2017,9,19,3.8,2.6,2.8,3.0,26.3,30.3,24.8,6.1,38.2,1.3678,103.9826
East,Changi,2017,9,20,4.0,1.8,1.8,1.8,27.0,31.6,24.3,7.2,37.8,1.3678,103.9826
East,Changi,2017,9,21,3.2,1.4,1.8,2.0,26.8,30.5,23.7,6.1,34.2,1.3678,103.9826
East,Changi,2017,9,22,0.0,0.0,0.0,0.0,28.7,31.5,26.1,9.0,30.2,1.3678,103.9826
East,Changi,2017,9,23,8.8,6.8,6.8,6.8,28.8,32.1,24.8,8.6,34.9,1.3678,103.9826
East,Changi,2017,9,24,3.2,3.0,3.2,3.2,28.0,31.6,23.8,7.2,40.7,1.3678,103.9826
East,Changi,2017,9,25,0.0,0.0,0.0,0.0,28.9,31.5,27.0,9.0,28.4,1.3678,103.9826
East,Changi,2017,9,26,1.0,1.0,1.0,1.0,27.6,31.9,24.8,7.9,29.5,1.3678,103.9826
East,Changi,2017,9,27,1.8,0.8,1.2,1.4,27.2,31.3,24.9,5.0,25.6,1.3678,103.9826
East,Changi,2017,9,28,0.2,0.2,0.2,0.2,28.0,31.1,26.1,5.4,20.9,1.3678,103.9826
East,Changi,2017,9,29,8.4,7.4,7.8,8.2,27.5,31.0,23.8,5.4,40.0,1.3678,103.9826
East,Changi,2017,9,30,0.4,0.4,0.4,0.4,27.8,30.7,25.9,6.5,29.5,1.3678,103.9826
East,Changi,2017,10,1,2.2,1.0,1.6,1.6,27.1,30.6,25.8,5.8,34.2,1.3678,103.9826
East,Changi,2017,10,2,0.2,0.2,0.2,0.2,27.9,32.3,25.3,6.5,27.4,1.3678,103.9826
East,Changi,2017,10,3,3.2,1.4,2.4,3.0,27.3,31.3,25.2,5.8,32.4,1.3678,103.9826
East,Changi,2017,10,4,7.8,5.8,6.4,7.0,26.0,28.4,24.5,6.8,32.0,1.3678,103.9826
East,Changi,2017,10,5,0.2,0.2,0.2,0.2,27.8,31.8,24.7,7.2,25.6,1.3678,103.9826
East,Changi,2017,10,6,0.0,0.0,0.0,0.0,28.6,32.0,25.9,9.0,31.0,1.3678,103.9826
East,Changi,2017,10,7,2.0,1.4,1.4,1.6,27.8,33.2,25.0,6.5,35.3,1.3678,103.9826
East,Changi,2017,10,8,16.8,10.0,10.2,10.6,26.6,30.2,24.7,4.7,27.7,1.3678,103.9826
East,Changi,2017,10,9,31.4,29.8,31.0,31.0,27.8,32.5,23.6,6.5,55.1,1.3678,103.9826
East,Changi,2017,10,10,7.0,4.2,5.2,5.8,27.6,31.8,24.3,9.0,31.7,1.3678,103.9826
East,Changi,2017,10,11,2.2,1.8,2.0,2.2,28.2,31.7,24.0,7.6,36.4,1.3678,103.9826
East,Changi,2017,10,12,11.6,8.6,10.0,10.2,27.3,30.0,23.5,5.4,32.4,1.3678,103.9826
East,Changi,2017,10,13,1.0,0.4,0.6,0.8,27.2,31.1,23.7,5.8,26.3,1.3678,103.9826
East,Changi,2017,10,14,0.0,0.0,0.0,0.0,29.2,32.7,26.7,5.8,26.6,1.3678,103.9826
East,Changi,2017,10,15,0.0,0.0,0.0,0.0,29.3,32.3,26.1,6.8,32.4,1.3678,103.9826
East,Changi,2017,10,16,0.0,0.0,0.0,0.0,28.5,31.2,26.8,6.5,28.1,1.3678,103.9826
East,Changi,2017,10,17,0.2,0.2,0.2,0.2,29.7,32.9,27.2,7.9,28.4,1.3678,103.9826
East,Changi,2017,10,18,0.0,0.0,0.0,0.0,29.7,34.6,27.0,8.6,29.2,1.3678,103.9826
East,Changi,2017,10,19,0.0,0.0,0.0,0.0,29.7,33.2,27.0,6.5,25.9,1.3678,103.9826
East,Changi,2017,10,20,0.0,0.0,0.0,0.0,29.3,32.8,26.4,7.6,25.6,1.3678,103.9826
East,Changi,2017,10,21,0.2,0.2,0.2,0.2,28.9,33.3,26.9,6.5,29.5,1.3678,103.9826
East,Changi,2017,10,22,0.4,0.4,0.4,0.4,28.3,31.2,26.2,6.8,32.0,1.3678,103.9826
East,Changi,2017,10,23,0.0,0.0,0.0,0.0,28.0,31.5,24.4,4.7,23.4,1.3678,103.9826
East,Changi,2017,10,24,8.2,8.2,8.2,8.2,27.7,31.0,26.2,4.7,23.4,1.3678,103.9826
East,Changi,2017,10,25,0.8,0.6,0.6,0.8,27.6,32.8,25.2,6.1,25.9,1.3678,103.9826
East,Changi,2017,10,26,10.6,10.0,10.4,10.4,27.5,32.0,24.6,5.8,25.2,1.3678,103.9826
East,Changi,2017,10,27,4.0,3.0,3.0,3.0,26.6,29.6,25.0,4.7,36.4,1.3678,103.9826
East,Changi,2017,10,28,0.0,0.0,0.0,0.0,27.9,33.8,24.7,6.5,26.3,1.3678,103.9826
East,Changi,2017,10,29,8.2,8.0,8.2,8.2,26.5,31.0,23.7,5.4,28.4,1.3678,103.9826
East,Changi,2017,10,30,0.0,0.0,0.0,0.0,26.8,28.5,24.7,6.5,22.3,1.3678,103.9826
East,Changi,2017,10,31,3.4,2.0,2.8,3.2,25.9,27.0,23.5,5.8,35.3,1.3678,103.9826
East,Changi,2017,11,1,0.6,0.4,0.4,0.4,27.3,31.7,24.7,5.0,27.4,1.3678,103.9826
East,Changi,2017,11,2,0.0,0.0,0.0,0.0,27.7,31.8,25.3,5.8,25.9,1.3678,103.9826
East,Changi,2017,11,3,1.4,1.2,1.4,1.4,28.1,31.4,24.5,6.5,31.7,1.3678,103.9826
East,Changi,2017,11,4,6.4,1.8,1.8,3.0,27.5,31.7,24.9,6.8,30.2,1.3678,103.9826
East,Changi,2017,11,5,0.8,0.4,0.6,0.6,28.0,31.6,24.7,9.0,29.9,1.3678,103.9826
East,Changi,2017,11,6,42.6,28.0,34.0,36.8,26.4,29.7,23.1,5.0,33.8,1.3678,103.9826
East,Changi,2017,11,7,1.8,0.8,1.0,1.4,26.6,29.7,25.2,5.4,21.6,1.3678,103.9826
East,Changi,2017,11,8,0.2,0.2,0.2,0.2,27.4,31.2,24.8,7.6,30.6,1.3678,103.9826
East,Changi,2017,11,9,33.2,20.2,22.8,24.2,26.2,31.1,23.8,5.8,31.0,1.3678,103.9826
East,Changi,2017,11,10,21.8,6.4,9.8,16.4,25.7,31.0,23.4,5.8,28.1,1.3678,103.9826
East,Changi,2017,11,11,10.6,7.0,8.2,9.2,25.8,31.1,24.2,4.3,44.3,1.3678,103.9826
East,Changi,2017,11,12,19.6,16.4,18.8,19.6,27.3,31.5,24.2,5.8,24.1,1.3678,103.9826
East,Changi,2017,11,13,4.2,1.8,2.2,3.6,27.6,31.4,24.5,5.8,29.2,1.3678,103.9826
East,Changi,2017,11,14,45.0,20.2,27.4,30.6,25.8,27.6,23.1,5.4,34.6,1.3678,103.9826
East,Changi,2017,11,15,0.0,0.0,0.0,0.0,27.3,31.0,24.7,5.8,26.3,1.3678,103.9826
East,Changi,2017,11,16,18.0,17.6,18.0,18.0,27.9,32.3,25.5,7.6,38.9,1.3678,103.9826
East,Changi,2017,11,17,3.2,1.8,2.6,3.2,26.9,30.3,23.8,6.8,48.6,1.3678,103.9826
East,Changi,2017,11,18,11.4,6.8,10.4,10.6,27.5,32.1,24.6,5.4,26.6,1.3678,103.9826
East,Changi,2017,11,19,0.2,0.2,0.2,0.2,27.9,32.5,25.2,5.8,37.8,1.3678,103.9826
East,Changi,2017,11,20,11.2,6.8,7.0,9.4,27.1,31.0,24.5,5.4,22.0,1.3678,103.9826
East,Changi,2017,11,21,13.8,8.6,8.6,8.6,25.8,27.9,23.3,5.4,29.5,1.3678,103.9826
East,Changi,2017,11,22,0.0,0.0,0.0,0.0,27.9,32.3,24.7,7.2,28.1,1.3678,103.9826
East,Changi,2017,11,23,6.2,4.6,5.2,6.0,26.5,29.4,24.5,5.8,28.8,1.3678,103.9826
East,Changi,2017,11,24,1.0,0.8,0.8,0.8,26.4,30.1,24.9,7.2,35.3,1.3678,103.9826
East,Changi,2017,11,25,0.0,0.0,0.0,0.0,28.0,32.0,25.0,7.6,25.6,1.3678,103.9826
East,Changi,2017,11,26,0.0,0.0,0.0,0.0,27.1,29.9,25.9,6.5,31.7,1.3678,103.9826
East,Changi,2017,11,27,3.4,0.8,1.6,2.4,26.0,27.2,24.6,6.1,22.0,1.3678,103.9826
East,Changi,2017,11,28,0.4,0.2,0.4,0.4,27.3,31.6,25.2,7.6,25.9,1.3678,103.9826
East,Changi,2017,11,29,14.0,7.6,9.2,13.2,27.2,31.3,24.9,7.9,44.6,1.3678,103.9826
East,Changi,2017,11,30,0.0,0.0,0.0,0.0,27.9,32.0,26.0,9.7,41.0,1.3678,103.9826
East,Changi,2017,12,1,0.0,0.0,0.0,0.0,28.0,33.5,25.3,7.6,34.2,1.3678,103.9826
East,Changi,2017,12,2,1.0,1.0,1.0,1.0,28.1,32.0,25.1,8.6,25.2,1.3678,103.9826
East,Changi,2017,12,3,0.6,0.6,0.6,0.6,28.3,31.7,26.1,6.1,20.5,1.3678,103.9826
East,Changi,2017,12,4,14.0,8.2,12.8,13.6,27.0,31.9,24.8,5.4,25.6,1.3678,103.9826
East,Changi,2017,12,5,3.2,2.6,3.2,3.2,27.7,31.4,25.7,7.2,28.4,1.3678,103.9826
East,Changi,2017,12,6,3.6,2.2,2.2,2.4,27.8,32.2,24.9,6.8,24.8,1.3678,103.9826
East,Changi,2017,12,7,32.4,8.6,13.6,20.2,26.4,30.4,23.4,6.5,24.5,1.3678,103.9826
East,Changi,2017,12,8,0.0,0.0,0.0,0.0,26.9,30.0,25.3,7.2,23.4,1.3678,103.9826
East,Changi,2017,12,9,0.6,0.6,0.6,0.6,26.0,27.4,24.4,6.8,28.4,1.3678,103.9826
East,Changi,2017,12,10,8.6,7.0,7.8,8.6,27.5,31.3,24.8,9.4,28.8,1.3678,103.9826
East,Changi,2017,12,11,9.2,2.4,4.0,4.8,27.1,31.1,25.1,8.6,28.4,1.3678,103.9826
East,Changi,2017,12,12,31.6,8.6,11.2,21.2,26.0,30.2,24.2,5.8,22.0,1.3678,103.9826
East,Changi,2017,12,13,69.8,46.2,61.0,65.2,26.1,31.7,23.2,5.8,37.4,1.3678,103.9826
East,Changi,2017,12,14,0.8,0.8,0.8,0.8,26.8,31.9,24.4,6.5,27.4,1.3678,103.9826
East,Changi,2017,12,15,19.0,13.2,18.0,19.0,26.8,31.4,23.9,7.2,24.8,1.3678,103.9826
East,Changi,2017,12,16,0.0,0.0,0.0,0.0,27.5,31.1,24.7,9.4,28.8,1.3678,103.9826
East,Changi,2017,12,17,0.0,0.0,0.0,0.0,27.6,32.2,24.9,10.8,36.7,1.3678,103.9826
East,Changi,2017,12,18,0.4,0.4,0.4,0.4,27.6,30.3,25.8,14.8,41.8,1.3678,103.9826
East,Changi,2017,12,19,0.4,0.2,0.2,0.4,26.3,30.8,24.6,11.5,36.4,1.3678,103.9826
East,Changi,2017,12,20,0.0,0.0,0.0,0.0,26.9,30.2,24.6,11.2,40.0,1.3678,103.9826
East,Changi,2017,12,21,0.0,0.0,0.0,0.0,27.6,31.2,25.2,9.4,32.4,1.3678,103.9826
East,Changi,2017,12,22,51.6,32.4,43.6,49.6,27.3,32.4,23.5,7.2,25.6,1.3678,103.9826
East,Changi,2017,12,23,4.0,1.4,2.2,2.6,27.4,31.4,24.2,6.8,32.0,1.3678,103.9826
East,Changi,2017,12,24,0.0,0.0,0.0,0.0,26.3,28.3,25.4,7.9,24.5,1.3678,103.9826
East,Changi,2017,12,25,23.0,13.0,13.0,19.2,26.6,30.6,24.0,6.8,25.6,1.3678,103.9826
East,Changi,2017,12,26,5.2,3.8,4.8,5.2,26.6,30.9,23.8,6.5,21.6,1.3678,103.9826
East,Changi,2017,12,27,15.4,9.2,9.2,9.2,26.2,30.6,23.5,7.6,31.3,1.3678,103.9826
East,Changi,2017,12,28,9.0,9.0,9.0,9.0,26.8,31.2,25.0,9.0,31.0,1.3678,103.9826
East,Changi,2017,12,29,0.0,0.0,0.0,0.0,27.7,30.8,25.6,11.2,35.3,1.3678,103.9826
East,Changi,2017,12,30,4.4,2.8,3.0,3.2,26.8,29.3,25.2,11.9,45.7,1.3678,103.9826
East,Changi,2017,12,31,63.4,20.6,26.0,32.4,25.0,25.7,23.3,7.2,41.4,1.3678,103.9826
West,Jurong (West),2014,1,1,0.0,0.0,0.0,0.0,26.0,29.2,23.9,7.2,25.2,1.3455,103.6806
West,Jurong (West),2014,1,2,0.0,0.0,0.0,0.0,26.9,31.2,24.0,9.1,31.0,1.3455,103.6806
West,Jurong (West),2014,1,3,1.2,1.2,1.2,1.2,26.2,31.1,24.1,6.7,31.3,1.3455,103.6806
West,Jurong (West),2014,1,4,23.2,12.2,16.0,21.8,25.7,30.7,23.7,6.0,29.9,1.3455,103.6806
West,Jurong (West),2014,1,5,1.4,0.6,0.8,1.0,24.4,26.1,22.6,6.5,29.5,1.3455,103.6806
West,Jurong (West),2014,1,6,52.4,16.6,23.8,27.2,24.5,26.8,22.4,5.4,25.9,1.3455,103.6806
West,Jurong (West),2014,1,7,0.0,0.0,0.0,0.0,26.2,30.6,23.9,5.5,18.7,1.3455,103.6806
West,Jurong (West),2014,1,8,0.0,0.0,0.0,0.0,26.8,31.6,23.9,7.8,29.9,1.3455,103.6806
West,Jurong (West),2014,1,9,1.4,1.0,1.0,1.4,25.3,28.6,24.1,5.2,22.3,1.3455,103.6806
West,Jurong (West),2014,1,10,0.0,0.0,0.0,0.0,26.7,31.4,23.6,5.7,21.2,1.3455,103.6806
West,Jurong (West),2014,1,11,6.0,5.6,6.0,6.0,26.1,31.7,23.1,9.0,34.2,1.3455,103.6806
West,Jurong (West),2014,1,12,3.0,2.8,3.0,3.0,25.6,28.6,23.9,9.3,28.8,1.3455,103.6806
West,Jurong (West),2014,1,13,0.0,0.0,0.0,0.0,26.4,29.9,24.2,11.2,38.2,1.3455,103.6806
West,Jurong (West),2014,1,14,0.0,0.0,0.0,0.0,26.0,30.1,23.5,9.3,31.0,1.3455,103.6806
West,Jurong (West),2014,1,15,0.0,0.0,0.0,0.0,25.3,28.9,23.5,10.8,31.7,1.3455,103.6806
West,Jurong (West),2014,1,16,0.0,0.0,0.0,0.0,25.6,29.9,23.2,12.0,33.8,1.3455,103.6806
West,Jurong (West),2014,1,17,0.0,0.0,0.0,0.0,25.6,29.2,23.0,11.4,38.5,1.3455,103.6806
West,Jurong (West),2014,1,18,0.0,0.0,0.0,0.0,25.5,28.5,23.3,12.2,42.8,1.3455,103.6806
West,Jurong (West),2014,1,19,0.0,0.0,0.0,0.0,25.3,29.2,22.5,9.0,33.8,1.3455,103.6806
West,Jurong (West),2014,1,20,0.0,0.0,0.0,0.0,25.4,29.5,22.9,10.3,36.7,1.3455,103.6806
West,Jurong (West),2014,1,21,0.0,0.0,0.0,0.0,25.5,29.6,22.9,11.0,37.1,1.3455,103.6806
West,Jurong (West),2014,1,22,0.0,0.0,0.0,0.0,25.0,28.3,22.5,10.6,31.0,1.3455,103.6806
West,Jurong (West),2014,1,23,0.0,0.0,0.0,0.0,25.2,29.4,22.4,9.7,35.3,1.3455,103.6806
West,Jurong (West),2014,1,24,0.0,0.0,0.0,0.0,25.3,28.7,22.8,10.8,33.8,1.3455,103.6806
West,Jurong (West),2014,1,25,0.0,0.0,0.0,0.0,25.1,28.8,22.6,11.9,33.8,1.3455,103.6806
West,Jurong (West),2014,1,26,0.0,0.0,0.0,0.0,25.0,29.9,22.0,11.8,33.5,1.3455,103.6806
West,Jurong (West),2014,1,27,0.0,0.0,0.0,0.0,25.3,29.5,22.3,12.2,33.5,1.3455,103.6806
West,Jurong (West),2014,1,28,0.0,0.0,0.0,0.0,26.0,30.2,23.6,12.6,34.6,1.3455,103.6806
West,Jurong (West),2014,1,29,0.0,0.0,0.0,0.0,26.1,30.7,23.3,13.0,39.6,1.3455,103.6806
West,Jurong (West),2014,1,30,0.0,0.0,0.0,0.0,25.5,30.5,22.1,12.1,34.9,1.3455,103.6806
West,Jurong (West),2014,1,31,0.0,0.0,0.0,0.0,26.0,31.3,22.6,12.0,32.4,1.3455,103.6806
West,Jurong (West),2014,2,1,0.0,0.0,0.0,0.0,25.7,32.8,21.4,10.9,32.4,1.3455,103.6806
West,Jurong (West),2014,2,2,0.0,0.0,0.0,0.0,25.5,31.4,22.0,9.2,34.6,1.3455,103.6806
West,Jurong (West),2014,2,3,0.0,0.0,0.0,0.0,26.2,31.7,22.4,7.6,28.8,1.3455,103.6806
West,Jurong (West),2014,2,4,0.0,0.0,0.0,0.0,26.3,32.1,22.7,8.3,27.4,1.3455,103.6806
West,Jurong (West),2014,2,5,0.0,0.0,0.0,0.0,26.2,32.5,22.6,10.2,28.8,1.3455,103.6806
West,Jurong (West),2014,2,6,0.0,0.0,0.0,0.0,26.4,32.0,22.6,9.2,27.7,1.3455,103.6806
West,Jurong (West),2014,2,7,0.0,0.0,0.0,0.0,26.3,32.3,23.5,8.7,25.9,1.3455,103.6806
West,Jurong (West),2014,2,8,0.0,0.0,0.0,0.0,26.5,32.3,23.5,9.1,28.1,1.3455,103.6806
West,Jurong (West),2014,2,9,0.0,0.0,0.0,0.0,27.0,32.1,23.9,8.0,29.5,1.3455,103.6806
West,Jurong (West),2014,2,10,0.0,0.0,0.0,0.0,27.6,33.2,23.9,7.3,24.1,1.3455,103.6806
West,Jurong (West),2014,2,11,0.0,0.0,0.0,0.0,27.4,33.0,24.4,8.8,29.2,1.3455,103.6806
West,Jurong (West),2014,2,12,0.2,0.2,0.2,0.2,27.3,33.9,20.8,9.9,29.2,1.3455,103.6806
West,Jurong (West),2014,2,13,0.0,0.0,0.0,0.0,27.7,33.7,24.7,9.8,32.4,1.3455,103.6806
West,Jurong (West),2014,2,14,60.0,33.2,59.0,60.0,26.6,32.6,22.0,9.8,37.8,1.3455,103.6806
West,Jurong (West),2014,2,15,0.0,0.0,0.0,0.0,27.0,31.3,24.2,13.3,38.9,1.3455,103.6806
West,Jurong (West),2014,2,16,19.8,15.4,18.8,19.8,26.4,32.3,21.9,10.9,38.9,1.3455,103.6806
West,Jurong (West),2014,2,17,0.0,0.0,0.0,0.0,27.0,32.0,24.4,11.4,31.0,1.3455,103.6806
West,Jurong (West),2014,2,18,0.0,0.0,0.0,0.0,27.3,33.1,24.3,9.3,28.1,1.3455,103.6806
West,Jurong (West),2014,2,19,0.0,0.0,0.0,0.0,27.3,32.9,24.1,8.0,27.0,1.3455,103.6806
West,Jurong (West),2014,2,20,0.0,0.0,0.0,0.0,27.2,32.3,24.4,11.1,33.8,1.3455,103.6806
West,Jurong (West),2014,2,21,0.0,0.0,0.0,0.0,27.0,30.5,24.7,12.4,39.2,1.3455,103.6806
West,Jurong (West),2014,2,22,0.0,0.0,0.0,0.0,27.4,32.8,24.0,12.4,37.4,1.3455,103.6806
West,Jurong (West),2014,2,23,0.0,0.0,0.0,0.0,26.6,31.5,23.6,9.2,36.0,1.3455,103.6806
West,Jurong (West),2014,2,24,0.0,0.0,0.0,0.0,26.7,31.9,23.2,10.1,31.7,1.3455,103.6806
West,Jurong (West),2014,2,25,0.0,0.0,0.0,0.0,26.6,32.3,23.0,9.1,32.8,1.3455,103.6806
West,Jurong (West),2014,2,26,0.0,0.0,0.0,0.0,26.9,32.1,23.5,10.2,33.1,1.3455,103.6806
West,Jurong (West),2014,2,27,0.0,0.0,0.0,0.0,27.3,33.5,23.5,9.8,32.0,1.3455,103.6806
West,Jurong (West),2014,2,28,0.0,0.0,0.0,0.0,27.2,32.3,23.8,10.2,34.9,1.3455,103.6806
West,Jurong (West),2014,3,1,0.0,0.0,0.0,0.0,26.9,32.6,24.1,9.6,33.1,1.3455,103.6806
West,Jurong (West),2014,3,2,0.0,0.0,0.0,0.0,27.5,33.7,23.7,7.7,29.2,1.3455,103.6806
West,Jurong (West),2014,3,3,0.2,0.2,0.2,0.2,27.2,33.6,24.0,7.2,27.0,1.3455,103.6806
West,Jurong (West),2014,3,4,0.0,0.0,0.0,0.0,27.2,33.2,23.8,8.1,27.4,1.3455,103.6806
West,Jurong (West),2014,3,5,0.0,0.0,0.0,0.0,27.4,34.6,23.6,9.2,29.9,1.3455,103.6806
West,Jurong (West),2014,3,6,0.0,0.0,0.0,0.0,27.0,33.3,23.0,8.8,31.0,1.3455,103.6806
West,Jurong (West),2014,3,7,0.0,0.0,0.0,0.0,27.2,32.9,23.1,8.1,28.8,1.3455,103.6806
West,Jurong (West),2014,3,8,2.8,2.8,2.8,2.8,27.2,33.5,24.2,8.8,27.7,1.3455,103.6806
West,Jurong (West),2014,3,9,0.0,0.0,0.0,0.0,27.1,33.4,23.4,10.0,30.2,1.3455,103.6806
West,Jurong (West),2014,3,10,0.0,0.0,0.0,0.0,27.4,33.3,24.0,10.5,34.6,1.3455,103.6806
West,Jurong (West),2014,3,11,0.0,0.0,0.0,0.0,27.9,33.8,23.8,10.4,32.8,1.3455,103.6806
West,Jurong (West),2014,3,12,0.0,0.0,0.0,0.0,27.7,32.9,24.3,10.0,33.5,1.3455,103.6806
West,Jurong (West),2014,3,13,0.0,0.0,0.0,0.0,27.9,34.0,24.3,8.2,29.5,1.3455,103.6806
West,Jurong (West),2014,3,14,0.0,0.0,0.0,0.0,28.3,34.2,24.4,8.2,31.3,1.3455,103.6806
West,Jurong (West),2014,3,15,0.0,0.0,0.0,0.0,28.0,32.1,25.1,8.3,38.5,1.3455,103.6806
West,Jurong (West),2014,3,16,25.6,9.0,11.0,11.0,25.1,27.2,23.6,5.8,27.4,1.3455,103.6806
West,Jurong (West),2014,3,17,15.2,5.8,7.0,8.0,25.1,28.4,23.7,5.2,28.1,1.3455,103.6806
West,Jurong (West),2014,3,18,39.6,12.0,19.0,33.2,25.2,31.0,23.8,5.4,34.2,1.3455,103.6806
West,Jurong (West),2014,3,19,1.6,1.0,1.0,1.0,25.8,32.0,24.1,5.5,24.8,1.3455,103.6806
West,Jurong (West),2014,3,20,0.0,0.0,0.0,0.0,26.7,32.8,24.4,5.8,27.7,1.3455,103.6806
West,Jurong (West),2014,3,21,1.4,1.2,1.4,1.4,27.1,32.3,24.3,5.6,20.9,1.3455,103.6806
West,Jurong (West),2014,3,22,0.2,0.2,0.2,0.2,26.8,30.5,23.7,8.6,25.2,1.3455,103.6806
West,Jurong (West),2014,3,23,0.0,0.0,0.0,0.0,27.4,32.9,23.3,8.9,31.3,1.3455,103.6806
West,Jurong (West),2014,3,24,0.0,0.0,0.0,0.0,27.8,33.4,24.2,8.0,28.4,1.3455,103.6806
West,Jurong (West),2014,3,25,0.0,0.0,0.0,0.0,28.1,33.7,24.6,9.8,31.7,1.3455,103.6806
West,Jurong (West),2014,3,26,2.8,1.6,1.8,2.8,27.5,33.1,24.9,7.4,27.7,1.3455,103.6806
West,Jurong (West),2014,3,27,1.2,1.2,1.2,1.2,28.2,34.2,24.7,5.8,21.2,1.3455,103.6806
West,Jurong (West),2014,3,28,0.4,0.2,0.2,0.2,28.0,32.9,25.4,6.1,31.7,1.3455,103.6806
West,Jurong (West),2014,3,29,5.4,2.4,3.0,3.0,27.4,33.5,25.2,4.8,20.5,1.3455,103.6806
West,Jurong (West),2014,3,30,16.4,8.4,10.8,16.2,27.7,32.2,25.2,4.1,21.6,1.3455,103.6806
West,Jurong (West),2014,3,31,4.0,1.4,1.8,3.0,27.7,32.7,25.9,4.6,25.2,1.3455,103.6806
West,Jurong (West),2014,4,1,0.0,0.0,0.0,0.0,27.8,32.8,25.1,4.8,19.4,1.3455,103.6806
West,Jurong (West),2014,4,2,0.0,0.0,0.0,0.0,28.6,33.2,25.5,4.8,22.7,1.3455,103.6806
West,Jurong (West),2014,4,3,1.4,1.4,1.4,1.4,28.8,35.0,24.9,6.1,36.0,1.3455,103.6806
